Row ID;Order ID;Order Month;Order Year;Order Date;Ship Date;Sales Catogory;Costumer  Order Count;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
8214;CA-2016-120845;Sep;2016;25-Sep-16;2016/10/02;Low;1;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Murfreesboro;Tennessee;37130;South;OFF-BI-10001116;Office Supplies;Binders;"Wilson Jones 1"" Hanging DublLock Ring Binders";6,336
8215;CA-2016-120845;Sep;2016;25-Sep-16;2016/10/02;Low;1;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Murfreesboro;Tennessee;37130;South;OFF-PA-10004665;Office Supplies;Paper;Advantus Motivational Note Cards;10,48
8216;CA-2016-120845;Sep;2016;25-Sep-16;2016/10/02;Low;1;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Murfreesboro;Tennessee;37130;South;OFF-BI-10004506;Office Supplies;Binders;Wilson Jones data.warehouse D-Ring Binders with DublLock;2,469
8217;CA-2016-120845;Sep;2016;25-Sep-16;2016/10/02;Low;1;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Murfreesboro;Tennessee;37130;South;OFF-BI-10001982;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;3,264
8218;CA-2015-120775;Oct;2015;03-Oct-15;2015/10/07;Low;1;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;OFF-FA-10002676;Office Supplies;Fasteners;Colored Push Pins;4,344
8219;CA-2015-120775;Oct;2015;03-Oct-15;2015/10/07;Low;1;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;FUR-FU-10000758;Furniture;Furnishings;DAX Natural Wood-Tone Poster Frame;31,776
8220;CA-2015-120775;Oct;2015;03-Oct-15;2015/10/07;Low;1;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;OFF-LA-10002271;Office Supplies;Labels;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;4,928
8221;CA-2015-120775;Oct;2015;03-Oct-15;2015/10/07;Low;1;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;OFF-BI-10002609;Office Supplies;Binders;Avery Hidden Tab Dividers for Binding Systems;1,788
8222;CA-2015-120775;Oct;2015;03-Oct-15;2015/10/07;Low;1;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;OFF-FA-10000254;Office Supplies;Fasteners;Sterling Rubber Bands by Alliance;15,072
8223;CA-2015-152905;Feb;2015;18-Feb-15;2015/02/24;Low;1;Standard Class;AB-10015;Aaron Bergman;Consumer;United States;Arlington;Texas;76017;Central;OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins;12,624
8224;CA-2017-104633;Jun;2017;12-Jun-17;2017/06/16;Medium;1;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Pasadena;California;91104;West;OFF-PA-10000241;Office Supplies;Paper;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";185,88
8225;CA-2017-104633;Jun;2017;12-Jun-17;2017/06/16;Low;1;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Pasadena;California;91104;West;OFF-PA-10004782;Office Supplies;Paper;Xerox 228;12,96
8226;CA-2018-104136;Nov;2018;01-Nov-18;2018/11/04;Medium;1;Second Class;SF-20065;Sandra Flanagan;Consumer;United States;Everett;Massachusetts;2149;East;OFF-PA-10004243;Office Supplies;Paper;Xerox 1939;189,7
8227;CA-2018-104136;Nov;2018;01-Nov-18;2018/11/04;Low;1;Second Class;SF-20065;Sandra Flanagan;Consumer;United States;Everett;Massachusetts;2149;East;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;40,99
8228;CA-2017-123050;Apr;2017;04-Apr-17;2017/04/08;Low;1;Second Class;BC-11125;Becky Castell;Home Office;United States;Troy;New York;12180;East;FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;82,64
8229;CA-2017-123050;Apr;2017;04-Apr-17;2017/04/08;Low;1;Second Class;BC-11125;Becky Castell;Home Office;United States;Troy;New York;12180;East;OFF-ST-10003455;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;31,02
8230;CA-2017-123050;Apr;2017;04-Apr-17;2017/04/08;Low;1;Second Class;BC-11125;Becky Castell;Home Office;United States;Troy;New York;12180;East;TEC-AC-10001109;Technology;Accessories;Logitech Trackman Marble Mouse;89,97
8231;CA-2017-162355;Jun;2017;30-Jun-17;2017/07/02;Low;1;Second Class;PF-19165;Philip Fox;Consumer;United States;Sandy Springs;Georgia;30328;South;OFF-AR-10004344;Office Supplies;Art;Bulldog Vacuum Base Pencil Sharpener;35,97
8232;CA-2017-162355;Jun;2017;30-Jun-17;2017/07/02;High;1;Second Class;PF-19165;Philip Fox;Consumer;United States;Sandy Springs;Georgia;30328;South;FUR-BO-10004695;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;1266,86
8233;CA-2015-158225;Sep;2015;22-Sep-15;2015/09/28;Medium;1;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;San Jose;California;95123;West;OFF-ST-10000675;Office Supplies;Storage;File Shuttle II and Handi-File, Black;169,45
8234;CA-2015-158225;Sep;2015;22-Sep-15;2015/09/28;Low;1;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;San Jose;California;95123;West;OFF-ST-10002301;Office Supplies;Storage;Tennsco Commercial Shelving;40,68
8235;CA-2018-102204;May;2018;01-May-18;2018/05/06;Low;1;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Jacksonville;Florida;32216;South;OFF-SU-10001212;Office Supplies;Supplies;Kleencut Forged Office Shears by Acme United Corporation;3,328
8236;CA-2018-102204;May;2018;01-May-18;2018/05/06;High;1;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Jacksonville;Florida;32216;South;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;933,262
8237;CA-2018-102204;May;2018;01-May-18;2018/05/06;High;1;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Jacksonville;Florida;32216;South;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92
8238;CA-2018-103065;Oct;2018;20-Oct-18;2018/10/20;Low;1;Same Day;PT-19090;Pete Takahito;Consumer;United States;Jacksonville;Florida;32216;South;OFF-ST-10000617;Office Supplies;Storage;Woodgrain Magazine Files by Perma;4,768
8239;CA-2018-103065;Oct;2018;20-Oct-18;2018/10/20;Low;1;Same Day;PT-19090;Pete Takahito;Consumer;United States;Jacksonville;Florida;32216;South;OFF-PA-10000380;Office Supplies;Paper;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";6,672
8240;CA-2018-103065;Oct;2018;20-Oct-18;2018/10/20;Low;1;Same Day;PT-19090;Pete Takahito;Consumer;United States;Jacksonville;Florida;32216;South;OFF-AR-10003251;Office Supplies;Art;Prang Drawing Pencil Set;4,448
8241;CA-2018-103065;Oct;2018;20-Oct-18;2018/10/20;Low;1;Same Day;PT-19090;Pete Takahito;Consumer;United States;Jacksonville;Florida;32216;South;FUR-FU-10000175;Furniture;Furnishings;DAX Wood Document Frame.;43,936
8242;CA-2015-109855;Sep;2015;01-Sep-15;2015/09/05;Low;1;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;New York City;New York;10009;East;OFF-BI-10004716;Office Supplies;Binders;Wilson Jones Hanging Recycled Pressboard Data Binders;23,744
8243;CA-2015-109855;Sep;2015;01-Sep-15;2015/09/05;Medium;1;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;New York City;New York;10009;East;TEC-AC-10002842;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive;357
8244;CA-2015-109897;Aug;2015;12-Aug-15;2015/08/16;High;1;Standard Class;BW-11200;Ben Wallace;Consumer;United States;San Francisco;California;94122;West;TEC-PH-10003691;Technology;Phones;BlackBerry Q10;806,336
8245;CA-2015-109897;Aug;2015;12-Aug-15;2015/08/16;Low;1;Standard Class;BW-11200;Ben Wallace;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";85,44
8246;US-2015-143581;Aug;2015;19-Aug-15;2015/08/23;Medium;1;Standard Class;BS-11365;Bill Shonely;Corporate;United States;Columbus;Georgia;31907;South;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;344,91
8247;CA-2016-129217;May;2016;10-May-16;2016/05/10;Low;1;Same Day;DP-13390;Dennis Pardue;Home Office;United States;Aurora;Illinois;60505;Central;OFF-AP-10002439;Office Supplies;Appliances;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;70,97
8248;CA-2016-129217;May;2016;10-May-16;2016/05/10;Low;1;Same Day;DP-13390;Dennis Pardue;Home Office;United States;Aurora;Illinois;60505;Central;OFF-AR-10004602;Office Supplies;Art;Boston KS Multi-Size Manual Pencil Sharpener;36,784
8249;CA-2017-133816;May;2017;10-May-17;2017/05/13;High;1;Second Class;CS-12400;Christopher Schild;Home Office;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10001795;Technology;Phones;ClearOne CHATAttach 160 - speaker phone;743,988
8250;CA-2016-140221;Mar;2016;05-Mar-16;2016/03/09;Low;1;Second Class;MS-17365;Maribeth Schnelling;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10002854;Office Supplies;Binders;Performers Binder/Pad Holder, Black;11,212
8251;CA-2016-140221;Mar;2016;05-Mar-16;2016/03/09;Low;1;Second Class;MS-17365;Maribeth Schnelling;Consumer;United States;Chicago;Illinois;60653;Central;FUR-FU-10000023;Furniture;Furnishings;Eldon Wave Desk Accessories;4,712
8252;CA-2016-140221;Mar;2016;05-Mar-16;2016/03/09;Medium;1;Second Class;MS-17365;Maribeth Schnelling;Consumer;United States;Chicago;Illinois;60653;Central;OFF-AP-10000828;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;180,98
8253;CA-2016-140221;Mar;2016;05-Mar-16;2016/03/09;Low;1;Second Class;MS-17365;Maribeth Schnelling;Consumer;United States;Chicago;Illinois;60653;Central;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;60,416
8254;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Medium;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;TEC-CO-10000971;Technology;Copiers;Hewlett Packard 310 Color Digital Copier;299,99
8255;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Medium;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;OFF-PA-10003134;Office Supplies;Paper;Xerox 1937;192,16
8256;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Medium;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;TEC-PH-10002538;Technology;Phones;Grandstream GXP1160 VoIP phone;242,624
8257;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Low;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10001228;Office Supplies;Storage;Personal File Boxes with Fold-Down Carry Handle;46,74
8258;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Medium;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;TEC-AC-10000397;Technology;Accessories;Perixx PERIBOARD-512B, Ergonomic Split Keyboard;174,95
8259;CA-2018-152310;Aug;2018;12-Aug-18;2018/08/19;Medium;1;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Seattle;Washington;98103;West;OFF-BI-10004308;Office Supplies;Binders;Avery Legal 4-Ring Binder;100,704
8260;CA-2017-118101;Jun;2017;26-Jun-17;2017/06/26;Medium;1;Same Day;SN-20560;Skye Norling;Home Office;United States;Roseville;Michigan;48066;Central;OFF-PA-10000357;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;368,91
8261;CA-2017-118101;Jun;2017;26-Jun-17;2017/06/26;Low;1;Same Day;SN-20560;Skye Norling;Home Office;United States;Roseville;Michigan;48066;Central;OFF-BI-10000773;Office Supplies;Binders;Insertable Tab Post Binder Dividers;8,02
8262;CA-2017-118101;Jun;2017;26-Jun-17;2017/06/26;Medium;1;Same Day;SN-20560;Skye Norling;Home Office;United States;Roseville;Michigan;48066;Central;OFF-ST-10001837;Office Supplies;Storage;SAFCO Mobile Desk Side File, Wire Frame;171,04
8263;CA-2017-100307;Dec;2017;15-Dec-17;2017/12/19;Low;1;Standard Class;TC-21475;Tony Chapman;Home Office;United States;Fayetteville;Arkansas;72701;South;OFF-PA-10002552;Office Supplies;Paper;Xerox 1958;19,44
8264;CA-2016-138457;Sep;2016;13-Sep-16;2016/09/17;Low;1;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Jacksonville;North Carolina;28540;South;OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders;13,092
8265;CA-2015-131800;Dec;2015;30-Dec-15;2016/01/04;Medium;1;Standard Class;AJ-10960;Astrea Jones;Consumer;United States;New York City;New York;10035;East;OFF-AP-10004136;Office Supplies;Appliances;Kensington 6 Outlet SmartSocket Surge Protector;122,94
8266;CA-2015-131800;Dec;2015;30-Dec-15;2016/01/04;Low;1;Standard Class;AJ-10960;Astrea Jones;Consumer;United States;New York City;New York;10035;East;OFF-BI-10003429;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;35,448
8267;CA-2015-118304;Apr;2015;29-Apr-15;2015/05/04;Low;1;Standard Class;KH-16360;Katherine Hughes;Consumer;United States;Dover;Delaware;19901;East;TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;19,98
8268;CA-2018-121790;Jan;2018;30-Jan-18;2018/02/06;Low;1;Standard Class;LP-17095;Liz Preis;Consumer;United States;Aurora;Illinois;60505;Central;FUR-TA-10003469;Furniture;Tables;Balt Split Level Computer Training Table;69,375
8269;CA-2018-121790;Jan;2018;30-Jan-18;2018/02/06;Low;1;Standard Class;LP-17095;Liz Preis;Consumer;United States;Aurora;Illinois;60505;Central;OFF-SU-10004231;Office Supplies;Supplies;Acme Tagit Stainless Steel Antibacterial Scissors;31,68
8270;CA-2018-121790;Jan;2018;30-Jan-18;2018/02/06;High;1;Standard Class;LP-17095;Liz Preis;Consumer;United States;Aurora;Illinois;60505;Central;TEC-PH-10002584;Technology;Phones;Samsung Galaxy S4;2003,168
8271;CA-2018-121790;Jan;2018;30-Jan-18;2018/02/06;Low;1;Standard Class;LP-17095;Liz Preis;Consumer;United States;Aurora;Illinois;60505;Central;OFF-AR-10003602;Office Supplies;Art;Quartet Omega Colored Chalk, 12/Pack;9,344
8272;CA-2017-169670;Dec;2017;25-Dec-17;2017/12/31;High;1;Standard Class;JE-15715;Joe Elijah;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;2563,056
8273;CA-2017-139549;Oct;2017;20-Oct-17;2017/10/25;Medium;1;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;El Cajon;California;92020;West;FUR-CH-10001802;Furniture;Chairs;Hon Every-Day Chair Series Swivel Task Chairs;387,136
8274;CA-2016-104059;Jun;2016;13-Jun-16;2016/06/15;Low;1;Second Class;FC-14245;Frank Carlisle;Home Office;United States;Springfield;Ohio;45503;East;OFF-AR-10000634;Office Supplies;Art;Newell 320;3,424
8275;CA-2018-164112;Jun;2018;30-Jun-18;2018/07/04;High;1;Standard Class;ND-18460;Neil Ducich;Corporate;United States;Mount Vernon;New York;10550;East;OFF-ST-10002615;Office Supplies;Storage;Dual Level, Single-Width Filing Carts;1085,42
8276;CA-2016-143882;Jun;2016;26-Jun-16;2016/06/30;Low;1;Standard Class;DB-13360;Dennis Bolton;Home Office;United States;Lakewood;Ohio;44107;East;OFF-PA-10004040;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);43,056
8277;US-2017-139262;Feb;2017;21-Feb-17;2017/02/25;Low;1;Standard Class;LC-16960;Lindsay Castell;Home Office;United States;Tampa;Florida;33614;South;OFF-BI-10003727;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;3,762
8278;US-2017-139262;Feb;2017;21-Feb-17;2017/02/25;Low;1;Standard Class;LC-16960;Lindsay Castell;Home Office;United States;Tampa;Florida;33614;South;OFF-BI-10002026;Office Supplies;Binders;Avery Arch Ring Binders;34,86
8279;US-2017-139262;Feb;2017;21-Feb-17;2017/02/25;Medium;1;Standard Class;LC-16960;Lindsay Castell;Home Office;United States;Tampa;Florida;33614;South;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;432,456
8280;CA-2018-146192;Apr;2018;22-Apr-18;2018/04/26;High;1;Standard Class;BD-11725;Bruce Degenhardt;Consumer;United States;Columbus;Georgia;31907;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;675,06
8281;CA-2018-134810;May;2018;09-May-18;2018/05/10;Low;1;First Class;MC-17605;Matt Connell;Corporate;United States;Jacksonville;North Carolina;28540;South;OFF-EN-10002504;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;65,232
8282;CA-2018-134810;May;2018;09-May-18;2018/05/10;Medium;1;First Class;MC-17605;Matt Connell;Corporate;United States;Jacksonville;North Carolina;28540;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207
8283;CA-2016-154284;Dec;2016;21-Dec-16;2016/12/26;High;1;Second Class;SZ-20035;Sam Zeldin;Home Office;United States;Saint Charles;Illinois;60174;Central;TEC-MA-10004241;Technology;Machines;Star Micronics TSP800 TSP847IIU Receipt Printer;600,53
8284;CA-2016-154284;Dec;2016;21-Dec-16;2016/12/26;Low;1;Second Class;SZ-20035;Sam Zeldin;Home Office;United States;Saint Charles;Illinois;60174;Central;OFF-AR-10001468;Office Supplies;Art;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;59,904
8285;CA-2016-154284;Dec;2016;21-Dec-16;2016/12/26;High;1;Second Class;SZ-20035;Sam Zeldin;Home Office;United States;Saint Charles;Illinois;60174;Central;TEC-AC-10003198;Technology;Accessories;Enermax Acrylux Wireless Keyboard;637,44
8286;CA-2016-154284;Dec;2016;21-Dec-16;2016/12/26;Low;1;Second Class;SZ-20035;Sam Zeldin;Home Office;United States;Saint Charles;Illinois;60174;Central;FUR-FU-10003039;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";51,756
8287;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Low;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;OFF-PA-10000295;Office Supplies;Paper;Xerox 229;31,104
8288;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Low;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;OFF-AR-10004344;Office Supplies;Art;Bulldog Vacuum Base Pencil Sharpener;47,96
8289;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Medium;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;158,928
8290;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Medium;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;OFF-AP-10002403;Office Supplies;Appliances;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;211,248
8291;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Low;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;OFF-SU-10000432;Office Supplies;Supplies;Acco Side-Punched Conventional Columnar Pads;5,552
8292;CA-2015-156244;Aug;2015;12-Aug-15;2015/08/16;Low;1;Standard Class;DH-13675;Duane Huffman;Home Office;United States;Miami;Florida;33180;South;OFF-LA-10000443;Office Supplies;Labels;Avery 501;2,952
8293;CA-2016-106362;Dec;2016;11-Dec-16;2016/12/15;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Troy;Ohio;45373;East;OFF-BI-10003166;Office Supplies;Binders;GBC Plasticlear Binding Covers;10,332
8294;US-2018-168802;Nov;2018;03-Nov-18;2018/11/07;Low;1;Standard Class;JO-15145;Jack O'Briant;Corporate;United States;Seattle;Washington;98103;West;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;18,368
8295;US-2018-146906;Mar;2018;13-Mar-18;2018/03/17;Medium;1;Standard Class;MT-17815;Meg Tillman;Consumer;United States;New York City;New York;10011;East;TEC-PH-10001809;Technology;Phones;Panasonic KX T7736-B Digital phone;299,9
8296;CA-2017-166380;May;2017;30-May-17;2017/06/03;Low;1;Standard Class;EB-13750;Edward Becker;Corporate;United States;Arlington;Virginia;22204;South;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;26,55
8297;CA-2017-166380;May;2017;30-May-17;2017/06/03;Medium;1;Standard Class;EB-13750;Edward Becker;Corporate;United States;Arlington;Virginia;22204;South;TEC-AC-10000109;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;111,98
8298;US-2016-158911;Jul;2016;05-Jul-16;2016/07/11;Low;1;Standard Class;RS-19765;Roland Schwarz;Corporate;United States;Charlotte;North Carolina;28205;South;FUR-FU-10003829;Furniture;Furnishings;Stackable Trays;4,928
8299;US-2016-158911;Jul;2016;05-Jul-16;2016/07/11;Low;1;Standard Class;RS-19765;Roland Schwarz;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-LA-10003223;Office Supplies;Labels;Avery 508;11,784
8300;US-2015-103338;Mar;2015;11-Mar-15;2015/03/15;Low;1;Standard Class;RB-19435;Richard Bierner;Consumer;United States;Roseville;California;95661;West;OFF-AR-10001770;Office Supplies;Art;Economy #2 Pencils;7,98
8301;CA-2016-109169;Apr;2016;20-Apr-16;2016/04/24;Medium;1;Standard Class;OT-18730;Olvera Toch;Consumer;United States;Detroit;Michigan;48234;Central;OFF-EN-10003296;Office Supplies;Envelopes;Tyvek Side-Opening Peel & Seel Expanding Envelopes;180,96
8302;US-2018-167318;Jul;2018;26-Jul-18;2018/08/01;High;1;Standard Class;GZ-14545;George Zrebassa;Corporate;United States;Los Angeles;California;90036;West;TEC-AC-10003870;Technology;Accessories;Logitech Z-906 Speaker sys - home theater - 5.1-CH;1649,95
8303;US-2018-167318;Jul;2018;26-Jul-18;2018/08/01;Medium;1;Standard Class;GZ-14545;George Zrebassa;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10000665;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;362,352
8304;US-2015-120313;Oct;2015;31-Oct-15;2015/11/02;Low;1;Second Class;NL-18310;Nancy Lomonaco;Home Office;United States;San Francisco;California;94110;West;TEC-PH-10003092;Technology;Phones;Motorola L804;73,584
8305;CA-2018-135419;Nov;2018;03-Nov-18;2018/11/09;Medium;1;Standard Class;BG-11740;Bruce Geld;Consumer;United States;Bakersfield;California;93309;West;FUR-TA-10001086;Furniture;Tables;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;486,368
8306;CA-2017-128671;Aug;2017;11-Aug-17;2017/08/16;Low;1;Standard Class;MT-18070;Michelle Tran;Home Office;United States;Tulsa;Oklahoma;74133;Central;OFF-PA-10001870;Office Supplies;Paper;Xerox 202;32,4
8307;CA-2017-128671;Aug;2017;11-Aug-17;2017/08/16;Low;1;Standard Class;MT-18070;Michelle Tran;Home Office;United States;Tulsa;Oklahoma;74133;Central;OFF-BI-10003305;Office Supplies;Binders;Avery Hanging File Binders;41,86
8308;CA-2017-128671;Aug;2017;11-Aug-17;2017/08/16;Low;1;Standard Class;MT-18070;Michelle Tran;Home Office;United States;Tulsa;Oklahoma;74133;Central;OFF-BI-10003007;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";77,56
8309;CA-2017-149335;Jul;2017;25-Jul-17;2017/07/25;Low;1;Same Day;BC-11125;Becky Castell;Home Office;United States;San Francisco;California;94122;West;OFF-AR-10001419;Office Supplies;Art;Newell 325;37,17
8310;CA-2015-168312;Mar;2015;01-Mar-15;2015/03/07;Medium;1;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;137,352
8311;CA-2015-168312;Mar;2015;01-Mar-15;2015/03/07;Medium;1;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Houston;Texas;77036;Central;FUR-TA-10001866;Furniture;Tables;Bevis Round Conference Room Tables and Bases;376,509
8312;US-2018-105935;Jan;2018;26-Jan-18;2018/01/31;Low;1;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;Columbus;Georgia;31907;South;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;62,72
8313;US-2018-105935;Jan;2018;26-Jan-18;2018/01/31;High;1;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;Columbus;Georgia;31907;South;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;2939,93
8314;CA-2015-161508;Jul;2015;12-Jul-15;2015/07/16;High;1;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;512,358
8315;CA-2015-161508;Jul;2015;12-Jul-15;2015/07/16;Low;1;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;OFF-FA-10001561;Office Supplies;Fasteners;Stockwell Push Pins;3,488
8316;CA-2015-161508;Jul;2015;12-Jul-15;2015/07/16;Low;1;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;OFF-AR-10003158;Office Supplies;Art;Fluorescent Highlighters by Dixon;22,288
8317;CA-2015-161508;Jul;2015;12-Jul-15;2015/07/16;Low;1;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;16,032
8318;CA-2018-130904;Apr;2018;11-Apr-18;2018/04/16;Low;1;Standard Class;HM-14980;Henry MacAllister;Consumer;United States;Burlington;North Carolina;27217;South;OFF-AR-10000422;Office Supplies;Art;Pencil and Crayon Sharpener;1,752
8319;CA-2018-130904;Apr;2018;11-Apr-18;2018/04/16;Low;1;Standard Class;HM-14980;Henry MacAllister;Consumer;United States;Burlington;North Carolina;27217;South;OFF-AR-10000127;Office Supplies;Art;Newell 321;20,992
8320;CA-2018-133620;Nov;2018;13-Nov-18;2018/11/18;Low;1;Standard Class;EM-14065;Erin Mull;Consumer;United States;New York City;New York;10009;East;OFF-ST-10004634;Office Supplies;Storage;Personal Folder Holder, Ebony;11,21
8321;CA-2016-142937;Dec;2016;05-Dec-16;2016/12/06;Low;1;First Class;SF-20065;Sandra Flanagan;Consumer;United States;Dallas;Texas;75220;Central;OFF-AR-10003582;Office Supplies;Art;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;45,04
